,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,n_estimators,error
290,0.1,2,2,0.1,0.4,700,30.670794989507716
291,0.1,2,2,0.1,0.4,800,29.55709062802078
292,0.1,2,2,0.1,0.4,900,28.08572089091476
293,0.1,2,2,0.1,0.4,1000,27.974541074370173
294,0.1,2,2,0.1,0.6,500,27.28640336898217
295,0.1,2,2,0.1,0.6,600,26.334686124407618
296,0.1,2,2,0.1,0.6,700,26.77704505724006
297,0.1,2,2,0.1,0.6,800,26.011132284139823
298,0.1,2,2,0.1,0.6,900,24.10767018524752
299,0.1,2,2,0.1,0.6,1000,23.676977441343794
300,0.1,2,2,0.1,0.8,500,29.0936621763956
301,0.1,2,2,0.1,0.8,600,27.142683348487314
302,0.1,2,2,0.1,0.8,700,25.962233756583014
303,0.1,2,2,0.1,0.8,800,24.780295913379216
304,0.1,2,2,0.1,0.8,900,22.948075815690338
305,0.1,2,2,0.1,0.8,1000,22.393988285950737
306,0.1,2,2,0.2,0.4,500,21.824221646370255
307,0.1,2,2,0.2,0.4,600,20.15186745181113
308,0.1,2,2,0.2,0.4,700,19.935504306672748
309,0.1,2,2,0.2,0.4,800,18.877584565526536
310,0.1,2,2,0.2,0.4,900,18.025612106902525
311,0.1,2,2,0.2,0.4,1000,17.568750350491026
312,0.1,2,2,0.2,0.6,500,18.57108393382331
313,0.1,2,2,0.2,0.6,600,17.101421017594255
314,0.1,2,2,0.2,0.6,700,16.326389944472865
315,0.1,2,2,0.2,0.6,800,15.444055755382918
316,0.1,2,2,0.2,0.6,900,15.104886352649572
317,0.1,2,2,0.2,0.6,1000,14.668587345568971
318,0.1,2,2,0.2,0.8,500,17.29400547399157
319,0.1,2,2,0.2,0.8,600,15.804953112661781
320,0.1,2,2,0.2,0.8,700,14.932010588399963
321,0.1,2,2,0.2,0.8,800,14.0506742623086
322,0.1,2,2,0.2,0.8,900,13.663448664667692
323,0.1,2,2,0.2,0.8,1000,13.537951362784408
324,0.1,2,2,0.5,0.4,500,15.321950241699913
325,0.1,2,2,0.5,0.4,600,14.968932080671962
326,0.1,2,2,0.5,0.4,700,14.715274967332817
327,0.1,2,2,0.5,0.4,800,15.024951706631962
328,0.1,2,2,0.5,0.4,900,14.863993227452625
329,0.1,2,2,0.5,0.4,1000,15.037964291350265
330,0.1,2,2,0.5,0.6,500,14.216087811671684
331,0.1,2,2,0.5,0.6,600,13.77837306908199
332,0.1,2,2,0.5,0.6,700,13.674664302102691
333,0.1,2,2,0.5,0.6,800,13.511721491482291
334,0.1,2,2,0.5,0.6,900,13.334195496495811
335,0.1,2,2,0.5,0.6,1000,13.371393587204341
336,0.1,2,2,0.5,0.8,500,12.999144693116572
337,0.1,2,2,0.5,0.8,600,12.682901731517674
338,0.1,2,2,0.5,0.8,700,12.639999186346323
339,0.1,2,2,0.5,0.8,800,12.578164456178376
340,0.1,2,2,0.5,0.8,900,12.680349994971147
341,0.1,2,2,0.5,0.8,1000,12.811724714940091
342,0.1,2,2,0.6,0.4,500,15.209397598280727
343,0.1,2,2,0.6,0.4,600,14.990058873192346
344,0.1,2,2,0.6,0.4,700,14.606880188438083
345,0.1,2,2,0.6,0.4,800,14.868502184014677
346,0.1,2,2,0.6,0.4,900,14.831357753296441
347,0.1,2,2,0.6,0.4,1000,14.753198364707355
348,0.1,2,2,0.6,0.6,500,13.514803596640684
349,0.1,2,2,0.6,0.6,600,13.304965519924545
350,0.1,2,2,0.6,0.6,700,13.127238573073715
351,0.1,2,2,0.6,0.6,800,13.026158748483638
352,0.1,2,2,0.6,0.6,900,12.90836880413618
353,0.1,2,2,0.6,0.6,1000,12.91391100845736
354,0.1,2,2,0.6,0.8,500,12.386234586530017
355,0.1,2,2,0.6,0.8,600,12.245978905255368
356,0.1,2,2,0.6,0.8,700,12.070746205396356
357,0.1,2,2,0.6,0.8,800,12.073750919067821
358,0.1,2,2,0.6,0.8,900,12.21798735279355
359,0.1,2,2,0.6,0.8,1000,12.188957313761033
360,0.1,2,3,0.1,0.4,500,34.13829500466377
361,0.1,2,3,0.1,0.4,600,32.07420490074684
362,0.1,2,3,0.1,0.4,700,35.47960437823191
363,0.1,2,3,0.1,0.4,800,34.546423453567535
364,0.1,2,3,0.1,0.4,900,32.145090974487566
365,0.1,2,3,0.1,0.4,1000,32.609755295239495
366,0.1,2,3,0.1,0.6,500,33.70608222855931
367,0.1,2,3,0.1,0.6,600,31.82263274446464
368,0.1,2,3,0.1,0.6,700,34.74112596476653
369,0.1,2,3,0.1,0.6,800,34.08253092320637
370,0.1,2,3,0.1,0.6,900,31.846603238237243
371,0.1,2,3,0.1,0.6,1000,32.36666346909066
372,0.1,2,3,0.1,0.8,500,33.29799930923503
373,0.1,2,3,0.1,0.8,600,31.530493148915383
374,0.1,2,3,0.1,0.8,700,34.32356855089993
375,0.1,2,3,0.1,0.8,800,33.62699122572503
376,0.1,2,3,0.1,0.8,900,31.675373784997273
377,0.1,2,3,0.1,0.8,1000,32.082520187772054
378,0.1,2,3,0.2,0.4,500,32.2687518915397
379,0.1,2,3,0.2,0.4,600,31.799821511178237
380,0.1,2,3,0.2,0.4,700,32.61460076695146
381,0.1,2,3,0.2,0.4,800,31.570389543016113
382,0.1,2,3,0.2,0.4,900,31.423785538737874
383,0.1,2,3,0.2,0.4,1000,31.363999427214633
384,0.1,2,3,0.2,0.6,500,30.985913635716056
385,0.1,2,3,0.2,0.6,600,31.443886640754755
386,0.1,2,3,0.2,0.6,700,32.114369978464374
387,0.1,2,3,0.2,0.6,800,31.189670445401543
388,0.1,2,3,0.2,0.6,900,30.84376982343622
389,0.1,2,3,0.2,0.6,1000,30.31500248192835
390,0.1,2,3,0.2,0.8,500,31.526343960868793
391,0.1,2,3,0.2,0.8,600,31.86432540831007
392,0.1,2,3,0.2,0.8,700,32.64929421461967
393,0.1,2,3,0.2,0.8,800,31.620299143102567
394,0.1,2,3,0.2,0.8,900,30.65841185935639
395,0.1,2,3,0.2,0.8,1000,30.57128096434854
396,0.1,2,3,0.5,0.4,500,26.207495601218497
397,0.1,2,3,0.5,0.4,600,25.77858390658793
398,0.1,2,3,0.5,0.4,700,24.45309073025916
399,0.1,2,3,0.5,0.4,800,24.036759412270655
400,0.1,2,3,0.5,0.4,900,23.05629655446207
401,0.1,2,3,0.5,0.4,1000,22.933461468090172
402,0.1,2,3,0.5,0.6,500,22.849223778697045
403,0.1,2,3,0.5,0.6,600,21.918306637197432
404,0.1,2,3,0.5,0.6,700,20.707433226458328
405,0.1,2,3,0.5,0.6,800,20.57665644017389
406,0.1,2,3,0.5,0.6,900,19.64480714029275
407,0.1,2,3,0.5,0.6,1000,19.51152591088846
408,0.1,2,3,0.5,0.8,500,21.271903581819775
409,0.1,2,3,0.5,0.8,600,20.64220854447092
410,0.1,2,3,0.5,0.8,700,19.610991439438646
411,0.1,2,3,0.5,0.8,800,19.49142460796096
412,0.1,2,3,0.5,0.8,900,19.05113225078655
413,0.1,2,3,0.5,0.8,1000,18.72694875767101
414,0.1,2,3,0.6,0.4,500,23.984889544505435
415,0.1,2,3,0.6,0.4,600,23.408435791515487
416,0.1,2,3,0.6,0.4,700,22.008840027838158
417,0.1,2,3,0.6,0.4,800,21.73882643623812
418,0.1,2,3,0.6,0.4,900,20.71012513766021
419,0.1,2,3,0.6,0.4,1000,20.26734593132451
420,0.1,2,3,0.6,0.6,500,20.08119830899985
421,0.1,2,3,0.6,0.6,600,19.622303687555235
422,0.1,2,3,0.6,0.6,700,18.951832907067526
423,0.1,2,3,0.6,0.6,800,18.6703165583155
424,0.1,2,3,0.6,0.6,900,18.452490836287314
425,0.1,2,3,0.6,0.6,1000,18.250967836391162
426,0.1,2,3,0.6,0.8,500,19.421646300989053
427,0.1,2,3,0.6,0.8,600,19.102129119752224
428,0.1,2,3,0.6,0.8,700,18.599133371813583
429,0.1,2,3,0.6,0.8,800,18.330350056690722
430,0.1,2,3,0.6,0.8,900,18.37907554926884
431,0.1,2,3,0.6,0.8,1000,18.389264594870586
432,0.2,1,1,0.1,0.4,500,14.318276002354432
433,0.2,1,1,0.1,0.4,600,14.405752133645734
434,0.2,1,1,0.1,0.4,700,15.459017674335312
435,0.2,1,1,0.1,0.4,800,15.009134578869459
436,0.2,1,1,0.1,0.4,900,14.157044469763314
437,0.2,1,1,0.1,0.4,1000,14.406497108252285
438,0.2,1,1,0.1,0.6,500,15.827472031390215
439,0.2,1,1,0.1,0.6,600,14.558077289564855
440,0.2,1,1,0.1,0.6,700,15.86875542957032
441,0.2,1,1,0.1,0.6,800,15.27856032449559
442,0.2,1,1,0.1,0.6,900,14.870836594780704
443,0.2,1,1,0.1,0.6,1000,14.81805411008329
444,0.2,1,1,0.1,0.8,500,15.675253643948194
445,0.2,1,1,0.1,0.8,600,14.89068426020505
446,0.2,1,1,0.1,0.8,700,15.83579965926056
447,0.2,1,1,0.1,0.8,800,15.074513380245017
448,0.2,1,1,0.1,0.8,900,14.62243788471695
449,0.2,1,1,0.1,0.8,1000,14.348628751472575
450,0.2,1,1,0.2,0.4,500,15.587765347493635
451,0.2,1,1,0.2,0.4,600,15.002763806417875
452,0.2,1,1,0.2,0.4,700,14.941735147755585
453,0.2,1,1,0.2,0.4,800,14.914181330253951
454,0.2,1,1,0.2,0.4,900,14.643524765264472
455,0.2,1,1,0.2,0.4,1000,14.840574428304947
456,0.2,1,1,0.2,0.6,500,16.246328153146813
457,0.2,1,1,0.2,0.6,600,14.876127636233146
458,0.2,1,1,0.2,0.6,700,15.394942282745829
459,0.2,1,1,0.2,0.6,800,15.15207796558888
460,0.2,1,1,0.2,0.6,900,14.763674748246082
461,0.2,1,1,0.2,0.6,1000,14.949293521212288
462,0.2,1,1,0.2,0.8,500,15.745696909980989
463,0.2,1,1,0.2,0.8,600,14.488595000309969
464,0.2,1,1,0.2,0.8,700,15.566165295112597
465,0.2,1,1,0.2,0.8,800,14.784073085075715
466,0.2,1,1,0.2,0.8,900,14.552024784130223
467,0.2,1,1,0.2,0.8,1000,14.942956726533827
468,0.2,1,1,0.5,0.4,500,15.402617912209536
469,0.2,1,1,0.5,0.4,600,14.647028113174079
470,0.2,1,1,0.5,0.4,700,14.962063793888873
471,0.2,1,1,0.5,0.4,800,14.85125837712166
472,0.2,1,1,0.5,0.4,900,15.155448978735857
473,0.2,1,1,0.5,0.4,1000,15.331284482585485
474,0.2,1,1,0.5,0.6,500,15.354991832479069
475,0.2,1,1,0.5,0.6,600,15.253092942096016
476,0.2,1,1,0.5,0.6,700,14.541772999864026
477,0.2,1,1,0.5,0.6,800,14.959497879194675
478,0.2,1,1,0.5,0.6,900,14.874644553467455
479,0.2,1,1,0.5,0.6,1000,15.3034653327281
480,0.2,1,1,0.5,0.8,500,15.15770851549119
481,0.2,1,1,0.5,0.8,600,15.05229641523056
482,0.2,1,1,0.5,0.8,700,14.955548022624022
483,0.2,1,1,0.5,0.8,800,14.749155820141185
484,0.2,1,1,0.5,0.8,900,14.818709551249995
485,0.2,1,1,0.5,0.8,1000,15.523154184670771
486,0.2,1,1,0.6,0.4,500,15.288755159324285
487,0.2,1,1,0.6,0.4,600,14.772196354641773
488,0.2,1,1,0.6,0.4,700,14.771303243380093
489,0.2,1,1,0.6,0.4,800,14.749653240654524
490,0.2,1,1,0.6,0.4,900,15.204474445786596
491,0.2,1,1,0.6,0.4,1000,15.216138662132508
