,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,n_estimators,error
135,0.1,1,1,0.2,0.6,300,6201.0593337036125
136,0.1,1,1,0.2,0.6,400,8098.409652612304
137,0.1,1,1,0.2,0.6,500,7843.089881799316
138,0.1,1,1,0.2,0.6,600,8663.170474908446
139,0.1,1,1,0.2,0.6,700,8546.181598565676
140,0.1,1,1,0.2,0.6,800,9411.213566205597
141,0.1,1,1,0.2,0.6,900,8348.155151269531
142,0.1,1,1,0.2,0.6,1000,8704.013347528075
143,0.1,1,1,0.2,0.7,50,6201.2681016510005
144,0.1,1,1,0.2,0.7,100,2196.6067266052246
145,0.1,1,1,0.2,0.7,200,4382.0903330444335
146,0.1,1,1,0.2,0.7,300,6201.0593337036125
147,0.1,1,1,0.2,0.7,400,8098.409652612304
148,0.1,1,1,0.2,0.7,500,7843.089881799316
149,0.1,1,1,0.2,0.7,600,8663.170474908446
150,0.1,1,1,0.2,0.7,700,8546.181598565676
151,0.1,1,1,0.2,0.7,800,9411.213566205597
152,0.1,1,1,0.2,0.7,900,8348.155151269531
153,0.1,1,1,0.2,0.7,1000,8704.013347528075
154,0.1,1,1,0.3,0.1,50,7316.777340847778
155,0.1,1,1,0.3,0.1,100,2535.5929402893066
156,0.1,1,1,0.3,0.1,200,3723.8473406433104
157,0.1,1,1,0.3,0.1,300,6512.332630059814
158,0.1,1,1,0.3,0.1,400,8641.835496804808
159,0.1,1,1,0.3,0.1,500,7523.2361124969475
160,0.1,1,1,0.3,0.1,600,8605.165037057495
161,0.1,1,1,0.3,0.1,700,8570.376068017578
162,0.1,1,1,0.3,0.1,800,8912.628182313538
163,0.1,1,1,0.3,0.1,900,8817.362890145874
164,0.1,1,1,0.3,0.1,1000,8278.202846429444
165,0.1,1,1,0.3,0.2,50,7316.777340847778
166,0.1,1,1,0.3,0.2,100,2535.5929402893066
167,0.1,1,1,0.3,0.2,200,3723.8473406433104
168,0.1,1,1,0.3,0.2,300,6512.332630059814
169,0.1,1,1,0.3,0.2,400,8641.835496804808
170,0.1,1,1,0.3,0.2,500,7523.2361124969475
171,0.1,1,1,0.3,0.2,600,8605.165037057495
172,0.1,1,1,0.3,0.2,700,8570.376068017578
173,0.1,1,1,0.3,0.2,800,8912.628182313538
174,0.1,1,1,0.3,0.2,900,8817.362890145874
175,0.1,1,1,0.3,0.2,1000,8278.202846429444
176,0.1,1,1,0.3,0.3,50,7316.777340847778
177,0.1,1,1,0.3,0.3,100,2535.5929402893066
178,0.1,1,1,0.3,0.3,200,3723.8473406433104
179,0.1,1,1,0.3,0.3,300,6512.332630059814
180,0.1,1,1,0.3,0.3,400,8641.835496804808
181,0.1,1,1,0.3,0.3,500,7523.2361124969475
182,0.1,1,1,0.3,0.3,600,8605.165037057495
